canonical_id,entity_type,label,norm_label,uri,external_id,source_count
entity:culture:tents,Culture,Tents,tents,https://kg.overseas-chinese-artifacts.local/entity/culture/tents,,1
entity:culture:textiles,Culture,Textiles,textiles,https://kg.overseas-chinese-artifacts.local/entity/culture/textiles,,50
entity:culture:thangka,Culture,Thangka,thangka,https://kg.overseas-chinese-artifacts.local/entity/culture/thangka,,3
entity:culture:theater,Culture,Theater,theater,https://kg.overseas-chinese-artifacts.local/entity/culture/theater,,1
entity:culture:throne,Culture,Throne,throne,https://kg.overseas-chinese-artifacts.local/entity/culture/throne,,8
entity:culture:tibetan-or-chinese,Culture,Tibetan or Chinese,tibetan or chinese,https://kg.overseas-chinese-artifacts.local/entity/culture/tibetan-or-chinese,,1
entity:culture:tiger,Culture,Tiger,tiger,https://kg.overseas-chinese-artifacts.local/entity/culture/tiger,,28
entity:culture:toads,Culture,Toads,toads,https://kg.overseas-chinese-artifacts.local/entity/culture/toads,,5
entity:culture:tobacco-use,Culture,Tobacco Use,tobacco use,https://kg.overseas-chinese-artifacts.local/entity/culture/tobacco-use,,1
entity:culture:tomb,Culture,Tomb,tomb,https://kg.overseas-chinese-artifacts.local/entity/culture/tomb,,8
entity:culture:tools,Culture,Tools,tools,https://kg.overseas-chinese-artifacts.local/entity/culture/tools,,1
entity:culture:tortoise,Culture,Tortoise,tortoise,https://kg.overseas-chinese-artifacts.local/entity/culture/tortoise,,5
entity:culture:tower,Culture,Tower,tower,https://kg.overseas-chinese-artifacts.local/entity/culture/tower,,1
entity:culture:toys,Culture,Toys,toys,https://kg.overseas-chinese-artifacts.local/entity/culture/toys,,1
entity:culture:transcontinental-railroad,Culture,Transcontinental Railroad,transcontinental railroad,https://kg.overseas-chinese-artifacts.local/entity/culture/transcontinental-railroad,,1
entity:culture:treaty,Culture,Treaty,treaty,https://kg.overseas-chinese-artifacts.local/entity/culture/treaty,,1
entity:culture:trees,Culture,Trees,trees,https://kg.overseas-chinese-artifacts.local/entity/culture/trees,,32
entity:culture:trident,Culture,Trident,trident,https://kg.overseas-chinese-artifacts.local/entity/culture/trident,,1
entity:culture:trishula,Culture,Trishula,trishula,https://kg.overseas-chinese-artifacts.local/entity/culture/trishula,,1
entity:culture:tsongkhapa,Culture,Tsongkhapa,tsongkhapa,https://kg.overseas-chinese-artifacts.local/entity/culture/tsongkhapa,,1
entity:culture:turtles,Culture,Turtles,turtles,https://kg.overseas-chinese-artifacts.local/entity/culture/turtles,,1
entity:culture:twill,Culture,Twill,twill,https://kg.overseas-chinese-artifacts.local/entity/culture/twill,,7
entity:culture:ukiyo-e,Culture,Ukiyo-e,ukiyo-e,https://kg.overseas-chinese-artifacts.local/entity/culture/ukiyo-e,,2
entity:culture:umbrellas,Culture,Umbrellas,umbrellas,https://kg.overseas-chinese-artifacts.local/entity/culture/umbrellas,,2
entity:culture:unglazed,Culture,Unglazed,unglazed,https://kg.overseas-chinese-artifacts.local/entity/culture/unglazed,,3
entity:culture:urna,Culture,Urna,urna,https://kg.overseas-chinese-artifacts.local/entity/culture/urna,,1
entity:culture:us-history-civil-war-1861-1865,Culture,"U.S. History, Civil War, 1861-1865",us history civil war 1861-1865,https://kg.overseas-chinese-artifacts.local/entity/culture/us-history-civil-war-1861-1865,,1
entity:culture:ushnisha,Culture,Ushnisha,ushnisha,https://kg.overseas-chinese-artifacts.local/entity/culture/ushnisha,,7
entity:culture:vairocana-buddha,Culture,Vairocana Buddha,vairocana buddha,https://kg.overseas-chinese-artifacts.local/entity/culture/vairocana-buddha,,1
entity:culture:vaisravana,Culture,Vaisravana,vaisravana,https://kg.overseas-chinese-artifacts.local/entity/culture/vaisravana,,1
entity:culture:vajra,Culture,Vajra,vajra,https://kg.overseas-chinese-artifacts.local/entity/culture/vajra,,1
entity:culture:vajrapani,Culture,Vajrapani,vajrapani,https://kg.overseas-chinese-artifacts.local/entity/culture/vajrapani,,1
entity:culture:vajrayana-buddhism,Culture,Vajrayana Buddhism,vajrayana buddhism,https://kg.overseas-chinese-artifacts.local/entity/culture/vajrayana-buddhism,,1
entity:culture:varada-mudra,Culture,Varada mudra,varada mudra,https://kg.overseas-chinese-artifacts.local/entity/culture/varada-mudra,,25
entity:culture:vase,Culture,Vase,vase,https://kg.overseas-chinese-artifacts.local/entity/culture/vase,,1
entity:culture:vehicles,Culture,Vehicles,vehicles,https://kg.overseas-chinese-artifacts.local/entity/culture/vehicles,,1
entity:culture:vendor,Culture,Vendor,vendor,https://kg.overseas-chinese-artifacts.local/entity/culture/vendor,,1
entity:culture:villages,Culture,Villages,villages,https://kg.overseas-chinese-artifacts.local/entity/culture/villages,,1
entity:culture:vimalakirti,Culture,Vimalakirti,vimalakirti,https://kg.overseas-chinese-artifacts.local/entity/culture/vimalakirti,,1
entity:culture:vitarka-mudra,Culture,Vitarka mudra,vitarka mudra,https://kg.overseas-chinese-artifacts.local/entity/culture/vitarka-mudra,,2
entity:culture:voice,Culture,Voice,voice,https://kg.overseas-chinese-artifacts.local/entity/culture/voice,,2
entity:culture:voting,Culture,Voting,voting,https://kg.overseas-chinese-artifacts.local/entity/culture/voting,,1
entity:culture:wang-wei,Culture,Wang Wei,wang wei,https://kg.overseas-chinese-artifacts.local/entity/culture/wang-wei,,1
entity:culture:wangchuan-villa,Culture,Wangchuan Villa,wangchuan villa,https://kg.overseas-chinese-artifacts.local/entity/culture/wangchuan-villa,,3
entity:culture:wanli-reign-1573-1620,Culture,Wanli reign (1573 - 1620),wanli reign 1573 - 1620,https://kg.overseas-chinese-artifacts.local/entity/culture/wanli-reign-1573-1620,,1
entity:culture:warring-states-period-475-221-bce,Culture,Warring States period (475 - 221 BCE),warring states period 475 - 221 bce,https://kg.overseas-chinese-artifacts.local/entity/culture/warring-states-period-475-221-bce,,90
entity:culture:water,Culture,Water,water,https://kg.overseas-chinese-artifacts.local/entity/culture/water,,58
entity:culture:water-buffalo,Culture,Water buffalo,water buffalo,https://kg.overseas-chinese-artifacts.local/entity/culture/water-buffalo,,20
entity:culture:waterfalls,Culture,Waterfalls,waterfalls,https://kg.overseas-chinese-artifacts.local/entity/culture/waterfalls,,10
entity:culture:waterscapes,Culture,Waterscapes,waterscapes,https://kg.overseas-chinese-artifacts.local/entity/culture/waterscapes,,3
entity:culture:wave,Culture,Wave,wave,https://kg.overseas-chinese-artifacts.local/entity/culture/wave,,3
entity:culture:weapons,Culture,Weapons,weapons,https://kg.overseas-chinese-artifacts.local/entity/culture/weapons,,1
entity:culture:weft-patterning,Culture,Weft patterning,weft patterning,https://kg.overseas-chinese-artifacts.local/entity/culture/weft-patterning,,11
entity:culture:weimo,Culture,Weimo,weimo,https://kg.overseas-chinese-artifacts.local/entity/culture/weimo,,1
entity:culture:wenshu,Culture,Wenshu,wenshu,https://kg.overseas-chinese-artifacts.local/entity/culture/wenshu,,1
entity:culture:western-han-dynasty-206-bce-9-ce,Culture,Western Han dynasty (206 BCE - 9 CE),western han dynasty 206 bce - 9 ce,https://kg.overseas-chinese-artifacts.local/entity/culture/western-han-dynasty-206-bce-9-ce,,25
entity:culture:western-wei-dynasty-535-556,Culture,Western Wei dynasty (535 - 556),western wei dynasty 535 - 556,https://kg.overseas-chinese-artifacts.local/entity/culture/western-wei-dynasty-535-556,,3
entity:culture:western-zhou-dynasty-ca-1050-771-bce,Culture,Western Zhou dynasty (ca. 1050 - 771 BCE),western zhou dynasty ca 1050 - 771 bce,https://kg.overseas-chinese-artifacts.local/entity/culture/western-zhou-dynasty-ca-1050-771-bce,,54
entity:culture:white-slip,Culture,White slip,white slip,https://kg.overseas-chinese-artifacts.local/entity/culture/white-slip,,1
entity:culture:willow-tree,Culture,Willow tree,willow tree,https://kg.overseas-chinese-artifacts.local/entity/culture/willow-tree,,15
entity:culture:wine-and-wine-making,Culture,Wine and wine making,wine and wine making,https://kg.overseas-chinese-artifacts.local/entity/culture/wine-and-wine-making,,18
entity:culture:winter,Culture,Winter,winter,https://kg.overseas-chinese-artifacts.local/entity/culture/winter,,27
entity:culture:woman,Culture,Woman,woman,https://kg.overseas-chinese-artifacts.local/entity/culture/woman,,32
entity:culture:women,Culture,Women,women,https://kg.overseas-chinese-artifacts.local/entity/culture/women,,3
entity:culture:wood,Culture,Wood,wood,https://kg.overseas-chinese-artifacts.local/entity/culture/wood,,6
entity:culture:wood-gathering,Culture,Wood-gathering,wood-gathering,https://kg.overseas-chinese-artifacts.local/entity/culture/wood-gathering,,2
entity:culture:wool-hair,Culture,Wool (hair),wool hair,https://kg.overseas-chinese-artifacts.local/entity/culture/wool-hair,,1
entity:culture:worship,Culture,Worship,worship,https://kg.overseas-chinese-artifacts.local/entity/culture/worship,,1
entity:culture:worshiper,Culture,Worshiper,worshiper,https://kg.overseas-chinese-artifacts.local/entity/culture/worshiper,,1
entity:culture:writing,Culture,Writing,writing,https://kg.overseas-chinese-artifacts.local/entity/culture/writing,,2
entity:culture:yaksa,Culture,Yaksa,yaksa,https://kg.overseas-chinese-artifacts.local/entity/culture/yaksa,,1
entity:culture:yaksha,Culture,Yaksha,yaksha,https://kg.overseas-chinese-artifacts.local/entity/culture/yaksha,,2
entity:culture:yuan-dynasty-1279-1368,Culture,Yuan dynasty (1279 - 1368),yuan dynasty 1279 - 1368,https://kg.overseas-chinese-artifacts.local/entity/culture/yuan-dynasty-1279-1368,,47
entity:culture:yue-ware,Culture,Yue ware,yue ware,https://kg.overseas-chinese-artifacts.local/entity/culture/yue-ware,,1
entity:culture:zen-buddhism,Culture,Zen Buddhism,zen buddhism,https://kg.overseas-chinese-artifacts.local/entity/culture/zen-buddhism,,3
entity:culture:zhejiang-green-glazed-ware,Culture,Zhejiang green-glazed ware,zhejiang green-glazed ware,https://kg.overseas-chinese-artifacts.local/entity/culture/zhejiang-green-glazed-ware,,1
entity:culture:zhong-kui,Culture,Zhong Kui,zhong kui,https://kg.overseas-chinese-artifacts.local/entity/culture/zhong-kui,,4
entity:culture:zhou-dynasty-ca-1050-221-bce,Culture,Zhou dynasty (ca. 1050 - 221 BCE),zhou dynasty ca 1050 - 221 bce,https://kg.overseas-chinese-artifacts.local/entity/culture/zhou-dynasty-ca-1050-221-bce,,28
entity:culture:zhuangzi,Culture,Zhuangzi,zhuangzi,https://kg.overseas-chinese-artifacts.local/entity/culture/zhuangzi,,1
entity:culture:zongzi,Culture,Zongzi,zongzi,https://kg.overseas-chinese-artifacts.local/entity/culture/zongzi,,1
entity:dynasty:eastern-han东汉,Dynasty,Eastern Han（东汉）,eastern han东汉,https://kg.overseas-chinese-artifacts.local/entity/dynasty/eastern-han%E4%B8%9C%E6%B1%89,,410
entity:dynasty:eastern-jin东晋,Dynasty,Eastern Jin（东晋）,eastern jin东晋,https://kg.overseas-chinese-artifacts.local/entity/dynasty/eastern-jin%E4%B8%9C%E6%99%8B,,20
entity:dynasty:five-dynasties五代,Dynasty,Five Dynasties（五代）,five dynasties五代,https://kg.overseas-chinese-artifacts.local/entity/dynasty/five-dynasties%E4%BA%94%E4%BB%A3,,53
entity:dynasty:han汉,Dynasty,Han（汉）,han汉,https://kg.overseas-chinese-artifacts.local/entity/dynasty/han%E6%B1%89,,1
entity:dynasty:jin金,Dynasty,Jin（金）,jin金,https://kg.overseas-chinese-artifacts.local/entity/dynasty/jin%E9%87%91,,18
entity:dynasty:ming明,Dynasty,Ming（明）,ming明,https://kg.overseas-chinese-artifacts.local/entity/dynasty/ming%E6%98%8E,,817
entity:dynasty:neolithic新石器时代,Dynasty,Neolithic（新石器时代）,neolithic新石器时代,https://kg.overseas-chinese-artifacts.local/entity/dynasty/neolithic%E6%96%B0%E7%9F%B3%E5%99%A8%E6%97%B6%E4%BB%A3,,363
entity:dynasty:northern-and-southern南北朝,Dynasty,Northern and Southern（南北朝）,northern and southern南北朝,https://kg.overseas-chinese-artifacts.local/entity/dynasty/northern-and-southern%E5%8D%97%E5%8C%97%E6%9C%9D,,226
entity:dynasty:northern-song北宋,Dynasty,Northern Song（北宋）,northern song北宋,https://kg.overseas-chinese-artifacts.local/entity/dynasty/northern-song%E5%8C%97%E5%AE%8B,,415
entity:dynasty:qing清,Dynasty,Qing（清）,qing清,https://kg.overseas-chinese-artifacts.local/entity/dynasty/qing%E6%B8%85,,2186
entity:dynasty:qin秦,Dynasty,Qin（秦）,qin秦,https://kg.overseas-chinese-artifacts.local/entity/dynasty/qin%E7%A7%A6,,4
entity:dynasty:republic民国,Dynasty,Republic（民国）,republic民国,https://kg.overseas-chinese-artifacts.local/entity/dynasty/republic%E6%B0%91%E5%9B%BD,,21
entity:dynasty:shang商,Dynasty,Shang（商）,shang商,https://kg.overseas-chinese-artifacts.local/entity/dynasty/shang%E5%95%86,,216
entity:dynasty:southern-song南宋,Dynasty,Southern Song（南宋）,southern song南宋,https://kg.overseas-chinese-artifacts.local/entity/dynasty/southern-song%E5%8D%97%E5%AE%8B,,210
entity:dynasty:sui隋,Dynasty,Sui（隋）,sui隋,https://kg.overseas-chinese-artifacts.local/entity/dynasty/sui%E9%9A%8B,,72
entity:dynasty:tang唐,Dynasty,Tang（唐）,tang唐,https://kg.overseas-chinese-artifacts.local/entity/dynasty/tang%E5%94%90,,274
entity:dynasty:three-kingdoms三国,Dynasty,Three Kingdoms（三国）,three kingdoms三国,https://kg.overseas-chinese-artifacts.local/entity/dynasty/three-kingdoms%E4%B8%89%E5%9B%BD,,5
entity:dynasty:western-han西汉,Dynasty,Western Han（西汉）,western han西汉,https://kg.overseas-chinese-artifacts.local/entity/dynasty/western-han%E8%A5%BF%E6%B1%89,,178
entity:dynasty:western-jin西晋,Dynasty,Western Jin（西晋）,western jin西晋,https://kg.overseas-chinese-artifacts.local/entity/dynasty/western-jin%E8%A5%BF%E6%99%8B,,4
entity:dynasty:yuan元,Dynasty,Yuan（元）,yuan元,https://kg.overseas-chinese-artifacts.local/entity/dynasty/yuan%E5%85%83,,72
entity:dynasty:zhou周,Dynasty,Zhou（周）,zhou周,https://kg.overseas-chinese-artifacts.local/entity/dynasty/zhou%E5%91%A8,,466
entity:location:boston-ma-usa,Location,"Boston, MA, USA",boston ma usa,https://kg.overseas-chinese-artifacts.local/entity/location/boston-ma-usa,,235
entity:location:cambridge-ma-usa,Location,"Cambridge, MA, USA",cambridge ma usa,https://kg.overseas-chinese-artifacts.local/entity/location/cambridge-ma-usa,,4631
entity:location:washington-dc-usa,Location,"Washington, DC, USA",washington dc usa,https://kg.overseas-chinese-artifacts.local/entity/location/washington-dc-usa,,2244
entity:material:amber,Material,amber,amber,https://kg.overseas-chinese-artifacts.local/entity/material/amber,,25
entity:material:bamboo,Material,bamboo,bamboo,https://kg.overseas-chinese-artifacts.local/entity/material/bamboo,,9
entity:material:bone,Material,bone,bone,https://kg.overseas-chinese-artifacts.local/entity/material/bone,,85
entity:material:bronze,Material,bronze,bronze,https://kg.overseas-chinese-artifacts.local/entity/material/bronze,,1730
entity:material:canvas,Material,canvas,canvas,https://kg.overseas-chinese-artifacts.local/entity/material/canvas,,17
entity:material:ceramic,Material,ceramic,ceramic,https://kg.overseas-chinese-artifacts.local/entity/material/ceramic,,196
entity:material:clay,Material,clay,clay,https://kg.overseas-chinese-artifacts.local/entity/material/clay,,7
entity:material:copper,Material,copper,copper,https://kg.overseas-chinese-artifacts.local/entity/material/copper,,134
entity:material:cotton,Material,cotton,cotton,https://kg.overseas-chinese-artifacts.local/entity/material/cotton,,38
entity:material:earthenware,Material,earthenware,earthenware,https://kg.overseas-chinese-artifacts.local/entity/material/earthenware,,2153
entity:material:enamel,Material,enamel,enamel,https://kg.overseas-chinese-artifacts.local/entity/material/enamel,,126
